ORIG_ARPT_CDE,DEST_ARPT_CDE,Origin BackBone Category,Dept BackBone Category,Turn Category,Date,ACFT_CAPY_CT,NSTP_MILE_CT,PAX,REV,ASM,RPM
PHX,MDW,Constrained,Key Stations,Waste,1/5/2019,175,1444,148,15204,252700,213855
SLC,BWI,Gateway,Constrained,Waste,1/5/2019,175,1865,148,15226,326375,276547
MCO,BWI,Others,Constrained,HFLI,1/5/2019,143,787,148,15248,112541,116843
MDW,MCO,Key Stations,Others,Acceptable,1/5/2019,143,990,149,15270,141570,147163
RDU,TPA,Others,Others,HFLI,1/5/2019,143,587,149,15292,83941,87365
SNA,SJC,Gateway,Gateway,Waste,1/5/2019,143,342,149,15314,48906,50964
DEN,STL,Cornerstone,Others,HFLI,1/5/2019,143,770,149,15336,110110,114884
DEN,IAD,Cornerstone,Constrained,LFHI,1/5/2019,175,1452,149,15358,254100,216905
DAL,FLL,Others,Cornerstone,LFHI,1/5/2019,143,1108,150,15379,158444,165720
TPA,DEN,Others,Cornerstone,Waste,1/5/2019,175,1506,150,15401,263550,225524
BWI,PVD,Constrained,Constrained,HFLI,1/5/2019,175,327,150,15423,57225,49028
SJU,FLL,Cornerstone,Cornerstone,Waste,1/5/2019,175,1046,150,15445,183050,157023
SAT,DAL,Key Stations,Others,Acceptable,1/5/2019,143,248,150,15467,35464,37275
SAN,SJC,Constrained,Gateway,Waste,1/5/2019,143,417,150,15489,59631,62752
BUR,OAK,Key Stations,Constrained,Waste,1/5/2019,143,325,151,15511,46475,48967
MAF,DAL,Key Stations,Others,Waste,1/5/2019,143,319,151,15533,45617,48122
BWI,AUS,Constrained,Gateway,Waste,1/6/2019,175,1342,151,15555,234850,202689
DEN,SMF,Cornerstone,Cornerstone,LFHI,1/6/2019,143,909,151,15577,129987,137457
IND,MCO,Gateway,Others,HFLI,1/6/2019,143,829,151,15599,118547,125512
IND,LAS,Gateway,Key Stations,Waste,1/6/2019,175,1590,152,15621,278250,241021
PBI,ISP,Cornerstone,Key Stations,HFLI,1/6/2019,143,1052,152,15643,150436,159661
DEN,OKC,Cornerstone,Key Stations,Waste,1/6/2019,143,495,152,15665,70785,75216
OAK,ONT,Constrained,Cornerstone,HFLI,1/6/2019,143,362,152,15687,51766,55073
SAN,PHX,Constrained,Constrained,Acceptable,1/6/2019,143,304,152,15709,43472,46305
DEN,MSY,Cornerstone,Constrained,Acceptable,1/6/2019,143,1062,153,15731,151866,161958
SMF,PDX,Cornerstone,Key Stations,LFHI,1/6/2019,143,479,153,15753,68497,73137
DEN,PHL,Cornerstone,Constrained,Waste,1/6/2019,175,1558,153,15775,272650,238171
DAL,LAS,Others,Key Stations,Acceptable,1/6/2019,175,1067,153,15797,186725,163308
TPA,PHX,Others,Constrained,Waste,1/6/2019,175,1788,153,15819,312900,273987
MDW,MEM,Key Stations,Cornerstone,HFLI,1/6/2019,143,480,153,15841,68640,73642
SJC,LAX,Gateway,Others,Waste,1/6/2019,143,308,154,15863,44044,47310
MDW,PDX,Key Stations,Key Stations,LFHI,1/6/2019,143,1751,154,15884,250393,269282
ATL,BWI,Others,Constrained,Acceptable,1/6/2019,143,577,154,15906,82511,88841
SNA,LAS,Gateway,Key Stations,LFHI,1/6/2019,143,226,154,15928,32318,34839
GEG,DEN,Others,Cornerstone,Waste,1/6/2019,175,836,154,15950,146300,129026
DCA,AUS,Constrained,Gateway,Acceptable,1/6/2019,175,1315,155,15972,230125,203196
HNL,LIH,Others,Constrained,Waste,1/6/2019,175,102,155,15994,17850,15780
MCI,MDW,Gateway,Key Stations,Waste,1/6/2019,143,405,155,16016,57915,62730
BUR,LAS,Key Stations,Key Stations,Acceptable,1/6/2019,143,223,155,16038,31889,34581
DAL,SMF,Others,Cornerstone,Acceptable,1/6/2019,175,1442,155,16060,252350,223878
LIH,HNL,Constrained,Others,Waste,1/6/2019,175,102,155,16082,17850,15855
LAS,BUR,Key Stations,Key Stations,Acceptable,1/6/2019,143,223,156,16104,31889,34704
PHX,DAL,Constrained,Others,HFLI,1/6/2019,143,879,156,16126,125697,136953
MCO,PHX,Others,Constrained,HFLI,1/6/2019,175,1849,156,16148,323575,288424
RDU,DEN,Others,Cornerstone,HFLI,1/6/2019,175,1436,156,16170,251300,224264
CUN,STL,Cornerstone,Others,HFLI,1/6/2019,143,1237,156,16192,176891,193413
SJU,FLL,Cornerstone,Cornerstone,HFLI,1/6/2019,143,1046,157,16214,149578,163741
FLL,BNA,Cornerstone,Gateway,Acceptable,1/6/2019,143,793,157,16236,113399,124282
PHX,LAS,Constrained,Key Stations,LFHI,1/6/2019,175,255,157,16258,44625,40011
MEM,HOU,Cornerstone,Key Stations,Waste,1/6/2019,143,484,157,16280,69212,76032
CHS,DEN,Cornerstone,Cornerstone,Waste,1/6/2019,143,1449,157,16302,207207,227890
BNA,BWI,Gateway,Constrained,Acceptable,1/6/2019,143,587,157,16324,83941,92427
MCO,PHL,Others,Constrained,Acceptable,1/6/2019,175,861,158,16346,150675,135729
SMF,LAX,Cornerstone,Others,LFHI,1/6/2019,143,373,158,16367,53339,58868
SAT,HOU,Key Stations,Key Stations,Acceptable,1/6/2019,143,192,158,16389,27456,30337
RSW,CMH,Key Stations,Gateway,HFLI,1/6/2019,143,930,158,16411,132990,147118
MCO,BDL,Others,Key Stations,Acceptable,1/6/2019,143,1050,158,16433,150150,166294
HOU,MDW,Key Stations,Key Stations,Waste,1/6/2019,175,937,159,16455,163975,148569
BOI,LAS,Gateway,Key Stations,LFHI,1/6/2019,143,519,159,16477,74217,82387
SFO,LAX,Constrained,Others,Waste,1/6/2019,143,337,159,16499,48191,53558
LAS,MSY,Key Stations,Constrained,HFLI,1/6/2019,143,1500,159,16521,214500,238663
DAL,MSY,Others,Constrained,LFHI,1/6/2019,143,436,159,16543,62348,69451
MCI,MDW,Gateway,Key Stations,Acceptable,1/6/2019,143,405,159,16565,57915,64588
PVD,BWI,Constrained,Constrained,LFHI,1/6/2019,143,327,160,16587,46761,52209
LAS,STL,Key Stations,Others,LFHI,1/6/2019,175,1371,160,16609,239925,219144
PDX,OAK,Key Stations,Constrained,Acceptable,1/7/2019,143,543,160,16631,77649,86894
BWI,CLE,Constrained,Gateway,Acceptable,1/7/2019,175,314,160,16653,54950,50306
BUF,MCO,Key Stations,Others,Acceptable,1/7/2019,143,1011,160,16675,144573,162158
SFO,SAN,Constrained,Constrained,HFLI,1/7/2019,143,447,161,16697,63921,71778
ONT,SJC,Cornerstone,Gateway,HFLI,1/7/2019,143,333,161,16719,47619,53533
LAX,LAS,Others,Key Stations,Waste,1/7/2019,143,236,161,16741,33748,37983
SMF,LGB,Cornerstone,Gateway,Waste,1/7/2019,143,387,161,16763,55341,62356
LAX,SMF,Others,Cornerstone,LFHI,1/7/2019,143,373,161,16785,53339,60169
DEN,SMF,Cornerstone,Cornerstone,HFLI,1/7/2019,175,909,161,16807,159075,146798
BNA,MSP,Gateway,Cornerstone,LFHI,1/7/2019,143,695,162,16829,99385,112366
LAX,ATL,Others,Others,Waste,1/7/2019,175,1947,162,16851,340725,315144
SAN,LAS,Constrained,Key Stations,LFHI,1/7/2019,143,258,162,16872,36894,41808
ATL,PIT,Others,Key Stations,LFHI,1/7/2019,143,526,162,16894,75218,85332
MCO,SMF,Others,Cornerstone,Acceptable,1/7/2019,143,2408,162,16916,344344,391088
MDW,IND,Key Stations,Gateway,HFLI,1/7/2019,143,162,163,16938,23166,26340
BOS,BWI,Others,Constrained,HFLI,1/7/2019,143,369,163,16960,52767,60065
BNA,LAX,Gateway,Others,Waste,1/7/2019,143,1797,163,16982,256971,292843
CMH,MDW,Gateway,Key Stations,LFHI,1/7/2019,143,283,163,17004,40469,46170
DAL,SAT,Others,Key Stations,HFLI,1/7/2019,143,248,163,17026,35464,40506
STL,FLL,Others,Cornerstone,Acceptable,1/7/2019,175,1057,164,17048,184975,172833
DEN,MCO,Cornerstone,Others,Waste,1/7/2019,143,1546,164,17070,221078,253074
MCO,SAN,Others,Constrained,Acceptable,1/7/2019,175,2149,164,17092,376075,352178
MDW,TPA,Key Stations,Others,Acceptable,1/7/2019,143,997,164,17114,142571,163571
STL,BOS,Others,Others,HFLI,1/7/2019,175,1047,164,17136,183225,171966
HOU,STL,Key Stations,Others,Waste,1/7/2019,143,687,164,17158,98241,112964
SFO,LAX,Constrained,Others,Acceptable,1/7/2019,143,337,165,17180,48191,55475
CMH,DCA,Gateway,Constrained,LFHI,1/7/2019,143,323,165,17202,46189,53230
PHX,BWI,Constrained,Constrained,Waste,1/7/2019,175,1999,165,17224,349825,329797
MDW,SAN,Key Stations,Constrained,HFLI,1/7/2019,143,1728,165,17246,247104,285404
STL,DEN,Others,Cornerstone,LFHI,1/7/2019,175,770,165,17268,134750,127318
BWI,JAX,Constrained,Others,HFLI,1/7/2019,143,663,166,17290,94809,109747
TPA,MKE,Others,Cornerstone,Waste,1/7/2019,143,1075,166,17312,153725,178143
BUR,SFO,Key Stations,Constrained,Acceptable,1/7/2019,175,326,166,17334,57050,54083
SLC,OAK,Gateway,Constrained,Waste,1/7/2019,143,588,166,17355,84084,97656
DAL,DCA,Others,Constrained,HFLI,1/7/2019,143,1184,166,17377,169312,196858
BWI,PVD,Constrained,Constrained,Acceptable,1/7/2019,143,327,166,17399,46761,54429
TPA,MEM,Others,Cornerstone,Acceptable,1/7/2019,143,655,167,17421,93665,109144
CHS,BWI,Cornerstone,Constrained,HFLI,1/7/2019,143,472,167,17443,67496,78737
PHX,BNA,Constrained,Gateway,Waste,1/7/2019,143,1449,167,17465,207207,241982
LAX,PIT,Others,Key Stations,LFHI,1/7/2019,143,2136,167,17487,305448,357102
MSY,HOU,Constrained,Key Stations,Waste,1/7/2019,143,302,167,17509,43186,50545
MCO,IND,Others,Gateway,Acceptable,1/7/2019,175,829,168,17531,145075,138899
LAX,SFO,Others,Constrained,HFLI,1/7/2019,143,337,168,17553,48191,56526
BWI,PUJ,Constrained, ,Acceptable,1/7/2019,143,1504,168,17575,215072,252547
LAX,ABQ,Others,Others,LFHI,1/7/2019,143,677,168,17597,96811,113804
DAL,LGA,Others,Gateway,HFLI,1/7/2019,143,1381,168,17619,197483,232400
OAK,PDX,Constrained,Key Stations,LFHI,1/7/2019,143,543,168,17641,77649,91478
MKE,LGA,Cornerstone,Gateway,Waste,1/7/2019,143,738,169,17663,105534,124464
LAS,OAK,Key Stations,Constrained,LFHI,1/7/2019,143,407,169,17685,58201,68716
SJC,HNL,Gateway,Others,LFHI,1/7/2019,175,2417,169,17707,422975,408516
DAL,ABQ,Others,Others,LFHI,1/7/2019,143,580,169,17729,82940,98137
LAS,DAL,Key Stations,Others,HFLI,1/8/2019,175,1067,169,17751,186725,180733
OAK,BUR,Constrained,Key Stations,HFLI,1/8/2019,143,325,170,17773,46475,55110
MDW,DCA,Key Stations,Constrained,Waste,1/8/2019,143,601,170,17795,85943,102021
MDW,CMH,Key Stations,Gateway,Acceptable,1/8/2019,143,283,170,17817,40469,48092
OAK,PHX,Constrained,Constrained,Waste,1/8/2019,143,646,170,17839,92378,109897
OAK,DEN,Constrained,Cornerstone,Waste,1/8/2019,143,957,170,17860,136851,162979
HOU,ECP,Key Stations,Others,HFLI,1/8/2019,143,571,170,17882,81653,97347
MCO,SJU,Others,Cornerstone,LFHI,1/8/2019,175,1189,171,17904,208075,202926
HOU,MCO,Key Stations,Others,Acceptable,1/8/2019,143,849,171,17926,121407,145054
PHX,PDX,Constrained,Key Stations,HFLI,1/8/2019,143,1009,171,17948,144287,172576
LAS,PHX,Key Stations,Constrained,Acceptable,1/8/2019,143,255,171,17970,36465,43661
OAK,PHX,Constrained,Constrained,Waste,1/8/2019,143,646,171,17992,92378,110726
MDW,RDU,Key Stations,Others,Waste,1/8/2019,143,632,172,18014,90376,108443
ABQ,BWI,Others,Constrained,HFLI,1/8/2019,175,1670,172,18036,292250,286856
LGA,DAL,Gateway,Others,LFHI,1/8/2019,143,1381,172,18058,197483,237468
ATL,STL,Others,Others,HFLI,1/8/2019,143,484,172,18080,69212,83314
BHM,HOU,Others,Key Stations,Waste,1/8/2019,143,570,172,18102,81510,98223
BWI,RDU,Constrained,Others,Waste,1/8/2019,143,255,173,18124,36465,43989
PHL,TPA,Constrained,Others,LFHI,1/8/2019,143,920,173,18146,131560,158873
MDW,CUN,Key Stations,Cornerstone,Acceptable,1/8/2019,143,1430,173,18168,204490,247206
ECP,HOU,Others,Key Stations,HFLI,1/8/2019,143,571,173,18190,81653,98814
DAL,SAN,Others,Constrained,Waste,1/8/2019,143,1182,173,18212,169026,204768
STL,PHX,Others,Constrained,LFHI,1/8/2019,175,1262,173,18234,220850,218858
MDW,MCO,Key Stations,Others,Acceptable,1/8/2019,143,990,174,18256,141570,171869
BWI,BOS,Constrained,Others,Acceptable,1/8/2019,143,369,174,18278,52767,64128
MDW,CVG,Key Stations, ,Waste,1/8/2019,143,249,174,18300,35607,43319
AUS,BNA,Gateway,Gateway,HFLI,1/8/2019,143,756,174,18322,108108,131662
SAN,DEN,Constrained,Cornerstone,HFLI,1/8/2019,143,853,174,18344,121979,148711
DAL,HOU,Others,Key Stations,Waste,1/8/2019,143,239,175,18365,34177,41711
MDW,TPA,Key Stations,Others,LFHI,1/8/2019,143,997,175,18387,142571,174182
DAL,MSY,Others,Constrained,Acceptable,1/8/2019,143,436,175,18409,62348,76252
SJC,LAX,Gateway,Others,HFLI,1/8/2019,143,308,175,18431,44044,53923
TPA,BNA,Others,Gateway,LFHI,1/8/2019,175,612,175,18453,107100,107257
MKE,STL,Cornerstone,Others,HFLI,1/8/2019,143,317,175,18475,45331,55615
LAX,OAK,Others,Constrained,HFLI,1/8/2019,143,337,176,18497,48191,59185
MDW,AUS,Key Stations,Gateway,LFHI,1/8/2019,143,972,176,18519,138996,170885
MDW,FLL,Key Stations,Cornerstone,Waste,1/8/2019,143,1167,176,18541,166881,205381
BDL,DEN,Key Stations,Cornerstone,HFLI,1/8/2019,175,1671,176,18563,292425,294387
FLL,PHX,Cornerstone,Constrained,HFLI,1/8/2019,175,1972,176,18585,345100,347777
PHX,MDW,Constrained,Key Stations,HFLI,1/8/2019,175,1444,177,18607,252700,254925
PHX,OAK,Constrained,Constrained,LFHI,1/8/2019,143,646,177,18629,92378,114164
LAS,ABQ,Key Stations,Others,HFLI,1/8/2019,143,486,177,18651,69498,85977
HOU,TUL,Key Stations,Cornerstone,HFLI,1/8/2019,143,453,177,18673,64779,80223
BNA,MDW,Gateway,Key Stations,Acceptable,1/8/2019,143,395,177,18695,56485,70024
MDW,SFO,Key Stations,Constrained,Waste,1/8/2019,143,1855,177,18717,265265,329186
DEN,MSP,Cornerstone,Cornerstone,Waste,1/8/2019,143,680,178,18739,97240,120797
DAL,BHM,Others,Others,HFLI,1/8/2019,175,587,178,18761,102725,104384
MDW,BOS,Key Stations,Others,HFLI,1/8/2019,143,861,178,18783,123123,153266
BNA,DAL,Gateway,Others,LFHI,1/8/2019,175,623,178,18805,109025,111014
DAL,LIT,Others,Key Stations,LFHI,1/9/2019,143,296,178,18827,42328,52799
HOU,LBB,Key Stations,Constrained,Waste,1/9/2019,143,474,179,18848,67782,84637
SJC,LAS,Gateway,Key Stations,LFHI,1/9/2019,143,386,179,18870,55198,68995
BWI,BUF,Constrained,Key Stations,Acceptable,1/9/2019,143,281,179,18892,40183,50278
SJC,SNA,Gateway,Gateway,Waste,1/9/2019,143,342,179,18914,48906,61256
BHM,BWI,Others,Constrained,LFHI,1/9/2019,143,682,179,18936,97526,122278
BWI,MSP,Constrained,Cornerstone,HFLI,1/9/2019,143,936,179,18958,133848,167991
IAD,DEN,Constrained,Cornerstone,Waste,1/9/2019,175,1452,180,18980,254100,260867
STL,DAL,Others,Others,HFLI,1/9/2019,143,546,180,19002,78078,98195
AUS,DEN,Gateway,Cornerstone,Acceptable,1/9/2019,143,775,180,19024,110825,139521
SMF,BWI,Cornerstone,Constrained,Waste,1/9/2019,175,2395,180,19046,419125,431606
ELP,HOU,Cornerstone,Key Stations,Acceptable,1/9/2019,143,677,180,19068,96811,122127
LAX,OAK,Others,Constrained,LFHI,1/9/2019,143,337,181,19090,48191,60855
BWI,MSY,Constrained,Constrained,LFHI,1/9/2019,175,998,181,19112,174650,180400
BWI,MBJ,Constrained,Constrained,Acceptable,1/9/2019,175,1426,181,19134,249550,258028
DEN,FLL,Cornerstone,Cornerstone,Waste,1/9/2019,175,1703,181,19156,298025,308462
MDW,FLL,Key Stations,Cornerstone,HFLI,1/9/2019,175,1167,181,19178,204225,211591
ATL,DCA,Others,Constrained,LFHI,1/9/2019,175,547,181,19200,95725,99278
MDW,GRR,Key Stations, ,HFLI,1/9/2019,143,137,182,19222,19591,24890
HOU,MSY,Key Stations,Constrained,Acceptable,1/9/2019,175,302,182,19244,52850,54923
ATL,PHL,Others,Constrained,Acceptable,1/9/2019,143,666,182,19266,95238,121243
ABQ,LAX,Others,Others,Waste,1/9/2019,175,677,182,19288,118475,123369
SNA,SJC,Gateway,Gateway,Waste,1/9/2019,143,342,182,19310,48906,62385
TPA,HOU,Others,Key Stations,Waste,1/9/2019,175,781,183,19332,136675,142608
LAS,DAL,Key Stations,Others,Waste,1/9/2019,175,1067,183,19353,186725,195026
SMF,LAX,Cornerstone,Others,Waste,1/9/2019,143,373,183,19375,53339,68245
TPA,PHL,Others,Constrained,Waste,1/9/2019,175,920,183,19397,161000,168495
TUL,PHX,Cornerstone,Constrained,HFLI,1/9/2019,175,935,183,19419,163625,171414
MCO,BDL,Others,Key Stations,Acceptable,1/9/2019,143,1050,184,19441,150150,192690
DEN,MCI,Cornerstone,Gateway,LFHI,1/9/2019,143,533,184,19463,76219,97911
MCO,HOU,Others,Key Stations,Acceptable,1/9/2019,143,849,184,19485,121407,156115
PHX,DEN,Constrained,Cornerstone,Waste,1/9/2019,143,602,184,19507,86086,110807
HRL,HOU,Cornerstone,Key Stations,HFLI,1/9/2019,143,277,184,19529,39611,51037
GEG,OAK,Others,Constrained,HFLI,1/9/2019,143,723,184,19551,103389,133344
PHX,ELP,Constrained,Cornerstone,Waste,1/9/2019,143,347,185,19573,49621,64061
HOU,DEN,Key Stations,Cornerstone,Acceptable,1/9/2019,143,883,185,19595,126269,163177
GSP,ATL,Gateway,Others,HFLI,1/9/2019,143,153,185,19617,21879,28302
BWI,MCO,Constrained,Others,HFLI,1/9/2019,175,787,185,19639,137725,145725
MCI,ATL,Gateway,Others,Waste,1/9/2019,143,692,185,19661,98956,128262
ATL,LAS,Others,Key Stations,Acceptable,1/9/2019,175,1747,186,19683,305725,324125
RDU,BNA,Others,Gateway,LFHI,1/9/2019,143,442,186,19705,63206,82087
DEN,MDW,Cornerstone,Key Stations,LFHI,1/9/2019,143,895,186,19727,127985,166380
ONT,SFO,Cornerstone,Constrained,HFLI,1/9/2019,143,363,186,19749,51909,67548
RSW,STL,Key Stations,Others,Acceptable,1/9/2019,143,979,186,19771,139997,182355
CUN,MDW,Cornerstone,Key Stations,LFHI,1/9/2019,143,1430,186,19793,204490,266624
BOS,DEN,Others,Cornerstone,Acceptable,1/9/2019,143,1754,187,19815,250822,327355
BNA,DTW,Gateway,Key Stations,Acceptable,1/9/2019,143,456,187,19836,65208,85189
MSY,DAL,Constrained,Others,Acceptable,1/9/2019,143,436,187,19858,62348,81532
DCA,MKE,Constrained,Cornerstone,Waste,1/9/2019,143,634,187,19880,90662,118675
MEM,MDW,Cornerstone,Key Stations,LFHI,1/9/2019,143,480,187,19902,68640,89936
HOU,FLL,Key Stations,Cornerstone,HFLI,1/9/2019,143,957,188,19924,136851,179486
DAL,DEN,Others,Cornerstone,Waste,1/10/2019,143,651,188,19946,93093,122215
HOU,MSY,Key Stations,Constrained,Waste,1/10/2019,143,302,188,19968,43186,56751
SAN,SJC,Constrained,Gateway,HFLI,1/10/2019,143,417,188,19990,59631,78438
DEN,TUL,Cornerstone,Cornerstone,HFLI,1/10/2019,175,541,188,20012,94675,101862
ALB,MCO,Key Stations,Others,Waste,1/10/2019,143,1073,188,20034,153439,202227
SAN,ABQ,Constrained,Others,Waste,1/10/2019,175,628,189,20056,109900,118473
JAX,BWI,Others,Constrained,Waste,1/10/2019,143,663,189,20078,94809,125198
SAT,LAX,Key Stations,Others,Acceptable,1/10/2019,143,1211,189,20100,173173,228902
OAK,SNA,Constrained,Gateway,Acceptable,1/10/2019,143,371,189,20122,53053,70194
ONT,PHX,Cornerstone,Constrained,HFLI,1/10/2019,143,325,189,20144,46475,61550
PHL,DEN,Constrained,Cornerstone,LFHI,1/10/2019,175,1558,190,20166,272650,295349
AUS,FLL,Gateway,Cornerstone,LFHI,1/10/2019,143,1105,190,20188,158015,209677
DEN,CMH,Cornerstone,Gateway,Waste,1/10/2019,143,1154,190,20210,165022,219187
BWI,SAN,Constrained,Constrained,Acceptable,1/10/2019,175,2295,190,20232,401625,436326
STL,LGA,Others,Gateway,LFHI,1/10/2019,143,888,190,20254,126984,168990
CHS,BWI,Cornerstone,Constrained,Acceptable,1/10/2019,175,472,190,20276,82600,89910
CHS,HOU,Cornerstone,Key Stations,Waste,1/10/2019,143,928,191,20298,132704,176942
DTW,MDW,Key Stations,Key Stations,HFLI,1/10/2019,143,228,191,20320,32604,43515
ABQ,DAL,Others,Others,LFHI,1/10/2019,143,580,191,20341,82940,110802
SAT,BNA,Key Stations,Gateway,HFLI,1/10/2019,143,822,191,20363,117546,157184
BWI,ALB,Constrained,Key Stations,LFHI,1/10/2019,175,289,191,20385,50575,55316
SMF,SNA,Cornerstone,Gateway,LFHI,1/10/2019,143,404,192,20407,57772,77402
LAS,OKC,Key Stations,Key Stations,Acceptable,1/10/2019,143,986,192,20429,140998,189087
LAX,DEN,Others,Cornerstone,HFLI,1/10/2019,143,862,192,20451,123266,165465
MDW,BWI,Key Stations,Constrained,HFLI,1/10/2019,143,611,192,20473,87373,117397
PDX,DEN,Key Stations,Cornerstone,Acceptable,1/10/2019,143,991,192,20495,141713,190591
PIT,MDW,Key Stations,Key Stations,LFHI,1/10/2019,143,402,193,20517,57486,77387
MSY,BWI,Constrained,Constrained,LFHI,1/10/2019,175,998,193,20539,174650,192304
PIT,TPA,Key Stations,Others,HFLI,1/10/2019,143,873,193,20561,124839,168378
BWI,CLT,Constrained,Cornerstone,LFHI,1/10/2019,143,361,193,20583,51623,69693
LAS,SFO,Key Stations,Constrained,LFHI,1/10/2019,175,414,193,20605,72450,80001
DCA,ATL,Constrained,Others,LFHI,1/10/2019,143,547,193,20627,78221,105802
SMF,ONT,Cornerstone,Cornerstone,Waste,1/10/2019,143,390,194,20649,55770,75507
BNA,CHS,Gateway,Cornerstone,LFHI,1/10/2019,143,439,194,20671,62777,85074
SMF,LAX,Cornerstone,Others,Acceptable,1/10/2019,175,373,194,20693,65275,72352
MDW,SDF,Key Stations,Gateway,LFHI,1/10/2019,143,271,194,20715,38753,52617
HOU,CHS,Key Stations,Cornerstone,LFHI,1/10/2019,143,928,194,20737,132704,180348
BWI,MHT,Constrained, ,Acceptable,1/10/2019,175,377,195,20759,65975,73336
BWI,RDU,Constrained,Others,LFHI,1/10/2019,143,255,195,20781,36465,49650
MCO,MKE,Others,Cornerstone,Acceptable,1/10/2019,143,1066,195,20803,152438,207754
STL,MDW,Others,Key Stations,Waste,1/10/2019,143,251,195,20824,35893,48964
TUL,DEN,Cornerstone,Cornerstone,HFLI,1/10/2019,143,541,195,20846,77363,105635
MSY,SAT,Constrained,Key Stations,LFHI,1/10/2019,143,494,195,20868,70642,96548
SEA,SJC,Constrained,Gateway,LFHI,1/10/2019,143,697,196,20890,99671,136351
SAN,BWI,Constrained,Constrained,HFLI,1/10/2019,175,2295,196,20912,401625,449381
ATL,DCA,Others,Constrained,Acceptable,1/10/2019,143,547,196,20934,78221,107208
SAN,HOU,Constrained,Key Stations,Waste,1/10/2019,143,1313,196,20956,187759,257578
ONT,SMF,Cornerstone,Cornerstone,HFLI,1/10/2019,143,390,196,20978,55770,76580
SAN,OAK,Constrained,Constrained,HFLI,1/10/2019,143,446,197,21000,63778,87658
HOU,MCI,Key Stations,Gateway,Waste,1/11/2019,143,666,197,21022,95238,131020
SJC,LGB,Gateway,Gateway,LFHI,1/11/2019,143,324,197,21044,46332,63799
MDW,LAX,Key Stations,Others,Waste,1/11/2019,143,1750,197,21066,250250,344913
DAL,ATL,Others,Others,Acceptable,1/11/2019,143,721,197,21088,103103,142236
SJC,BOI,Gateway,Gateway,HFLI,1/11/2019,143,523,197,21110,74789,103272
STL,SAT,Others,Key Stations,Acceptable,1/11/2019,143,786,198,21132,112398,155348
ATL,CMH,Others,Gateway,HFLI,1/11/2019,143,447,198,21154,63921,88429
LAS,DEN,Key Stations,Cornerstone,Waste,1/11/2019,143,628,198,21176,89804,124351
SJC,LAX,Gateway,Others,HFLI,1/11/2019,143,308,198,21198,44044,61044
CLE,MDW,Gateway,Key Stations,LFHI,1/11/2019,143,307,198,21220,43901,60902
BDL,MDW,Key Stations,Key Stations,LFHI,1/11/2019,143,777,199,21242,111111,154282
MCO,MDW,Others,Key Stations,HFLI,1/11/2019,143,990,199,21264,141570,196757
BWI,MSY,Constrained,Constrained,Acceptable,1/11/2019,175,998,199,21286,174650,198530
HOU,TPA,Key Stations,Others,Waste,1/11/2019,143,781,199,21308,111683,155506
DEN,CHS,Cornerstone,Cornerstone,Acceptable,1/11/2019,143,1449,199,21329,207207,288778
KOA,HNL,Others,Others,HFLI,1/11/2019,175,163,199,21351,28525,32515
SNA,SMF,Gateway,Cornerstone,Waste,1/11/2019,143,404,200,21373,57772,80663
